id,name,now_cost,position,team,goals_scored,minutes,points_per_game_rank_type,transfers_in_event,web_name,assists,bps,status,ict_index,cost_change_event,penalties_order,news,points_per_game_rank,expected_goals_conceded,cost_change_start_fall,total_points,transfers_out,red_cards,starts,cost_change_event_fall,expected_assists,now_cost_rank_type,selected_rank,expected_goal_involvements_per_90,goals_conceded_per_90,expected_goal_involvements,bonus,threat_rank_type,creativity_rank,expected_goals_conceded_per_90,news_added,creativity,dreamteam_count,form_rank_type,corners_and_indirect_freekicks_order,selected_rank_type,cost_change_start,influence_rank,starts_per_90,region,threat_rank,influence_rank_type,saves_per_90,clean_sheets,goals_conceded,ict_index_rank,saves,form,expected_goals_per_90,chance_of_playing_this_round,yellow_cards,clean_sheets_per_90,penalties_missed,value_form,direct_freekicks_order,penalties_saved,chance_of_playing_next_round,expected_goals,expected_assists_per_90,selected_by_percent,in_dreamteam,threat,ep_this,ict_index_rank_type,value_season,own_goals,ep_next,points_per_game,now_cost_rank,event_points,influence,transfers_in,transfers_out_event,creativity_rank_type,form_rank
311,Trent Alexander-Arnold,70,DEF,Liverpool,0,842,5,24730,Alexander-Arnold,1,195,a,53.1,0,,,28,7.21,0,46,1497583,0,10,0,2.92,1,6,0.35,0.64,3.30,6,41,13,0.77,,292.2,1,50,1.0,2,0,76,1.07,241.0,178,25,0.0,5,6,44,0,1.7,0.04,,2,0.53,0,0.2,1.0,0,,0.38,0.31,29.7,False,52.0,2.7,4,6.6,0,2.7,4.6,25,2,188.2,1450503,59350,2,190
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,0,0,269,0,Bajcetic,0,0,u,0.0,0,,Loaned to RB Salzburg,607,0.00,0,0,16059,0,0,0,0.00,278,517,0.0,0.0,0.00,0,257,600,0.0,2024-08-31T06:19:45.092198Z,0.0,0,230,,202,0,600,0.0,,580,262,0.0,0,0,603,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,265,0.0,0,0.0,0.0,449,0,0.0,2712,79,268,553
313,Conor Bradley,47,DEF,Liverpool,0,76,131,178,Bradley,0,15,a,7.6,0,,,379,0.87,3,5,49521,0,0,0,0.15,46,324,0.46,1.18,0.39,0,40,356,1.03,2024-10-20T21:30:07.027689Z,6.5,0,112,,118,-3,353,0.0,242.0,177,126,0.0,0,1,324,0,0.3,0.28,100.0,0,0.0,0,0.1,,0,100.0,0.24,0.18,0.3,False,52.0,1.3,106,1.1,0,1.3,1.0,342,1,17.8,9603,440,116,326
315,Bobby Clark,45,MID,Liverpool,0,0,254,0,Clark,0,0,u,0.0,0,,Transferred to RB Salzburg,591,0.00,0,0,4841,0,0,0,0.00,256,603,0.0,0.0,0.00,0,241,584,0.0,2024-08-22T11:22:35.466323Z,0.0,0,213,,261,0,584,0.0,,563,247,0.0,0,0,587,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,250,0.0,0,0.0,0.0,425,0,0.0,444,19,253,534
316,Darwin Núñez Ribeiro,71,FWD,Liverpool,1,359,26,3060,Darwin,1,74,a,21.5,0,3.0,,188,4.15,4,16,506636,0,3,0,0.17,10,127,0.17,1.25,0.70,0,27,229,1.04,,44.3,0,24,,23,-4,230,0.75,230.0,117,24,0.0,1,5,214,0,2.3,0.13,,2,0.25,0,0.3,,0,,0.53,0.04,2.3,False,87.0,3.3,27,2.3,0,3.3,2.3,24,2,82.6,161863,6093,27,139
317,Diogo Teixeira da Silva,73,MID,Liverpool,2,492,10,109,Diogo J.,3,85,i,31.6,0,,Rib Injury - Expected back 24 Nov,19,3.14,2,35,2305209,0,7,0,0.32,13,93,0.56,0.18,3.04,1,36,199,0.57,2024-10-20T21:30:07.041173Z,55.1,0,176,,28,-2,188,1.28,173.0,60,74,0.0,4,1,137,0,0.3,0.5,0.0,1,0.73,0,0.0,,0,0.0,2.72,0.06,3.7,False,157.0,0.0,79,4.8,0,0.0,5.0,20,0,105.0,1022072,25605,127,351
318,Ben Doak,45,MID,Liverpool,0,0,257,0,Doak,0,0,u,0.0,0,,Loaned to Middlesbrough,594,0.00,0,0,5090,0,0,0,0.00,259,593,0.0,0.0,0.00,0,244,587,0.0,2024-08-31T06:17:31.171503Z,0.0,0,216,,254,0,587,0.0,,566,250,0.0,0,0,590,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,253,0.0,0,0.0,0.0,428,0,0.0,1136,26,256,537
319,Harvey Elliott,52,MID,Liverpool,0,7,199,10,Elliott,0,3,i,0.4,0,,Foot injury - Expected back 24 Nov,400,0.00,3,1,106011,0,0,0,0.02,106,346,0.26,0.0,0.02,0,204,383,0.0,2024-09-08T23:00:06.842081Z,2.0,0,284,,121,-3,656,0.0,241.0,375,299,0.0,0,0,434,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.26,0.2,False,2.0,0.0,214,0.2,0,0.0,1.0,172,0,0.0,11118,312,206,633
320,Endo Wataru,47,MID,Liverpool,0,16,182,314,Endo,0,14,a,2.1,0,,,376,0.12,3,4,23860,0,0,0,0.01,220,407,0.06,0.0,0.01,0,271,327,0.68,,11.2,0,134,,146,-3,381,0.0,108.0,600,182,0.0,0,0,396,0,0.7,0.0,,0,0.0,0,0.1,,0,,0.00,0.06,0.1,False,0.0,1.7,197,0.9,0,1.7,1.0,332,1,10.6,14049,409,186,285
321,Cody Gakpo,71,FWD,Liverpool,1,389,29,13343,Gakpo,1,95,a,28.4,0,,,216,4.28,4,21,351893,0,3,0,0.65,9,143,0.29,0.69,1.27,3,28,93,0.99,,125.3,0,15,,28,-4,209,0.69,152.0,147,21,0.0,1,3,163,0,4.0,0.14,,2,0.23,0,0.6,,0,,0.62,0.15,1.9,False,66.0,5.0,24,3.0,0,5.0,2.1,23,9,92.4,119413,2898,4,56
322,Joe Gomez,48,DEF,Liverpool,0,55,132,1798,Gomez,0,19,a,8.4,0,,,384,0.45,2,3,43332,0,0,0,0.00,33,269,0.49,0.0,0.30,0,44,400,0.74,,0.8,0,97,,100,-2,322,0.0,241.0,185,115,0.0,0,0,315,0,0.7,0.49,,0,0.0,0,0.1,,0,,0.30,0.0,0.4,False,50.0,1.7,101,0.6,0,1.7,1.0,303,1,32.8,16440,758,140,288
323,Ryan Gravenberch,50,MID,Liverpool,0,900,76,3300,Gravenberch,0,167,a,25.0,0,,,177,7.99,0,24,80895,0,10,0,1.15,146,205,0.14,0.6,1.33,1,130,127,0.8,,98.1,0,73,,64,0,168,1.0,152.0,229,62,0.0,5,6,184,0,2.0,0.02,,2,0.5,0,0.4,,0,,0.18,0.12,1.0,False,31.0,3.0,98,4.8,0,3.0,2.4,226,2,121.0,144998,5162,92,157
324,Curtis Jones,53,MID,Liverpool,1,343,29,9513,Jones,2,105,a,28.5,0,,,68,3.45,2,25,15620,0,3,0,0.08,91,270,0.36,0.79,1.37,3,65,170,0.91,2024-08-27T11:00:05.666567Z,66.8,1,3,,86,-2,171,0.79,241.0,101,63,0.0,1,3,161,0,6.3,0.34,100.0,0,0.26,0,1.2,,0,100.0,1.29,0.02,0.4,False,99.0,7.3,91,4.7,0,7.3,3.6,155,4,118.6,45190,2272,110,10
325,Caoimhin Kelleher,44,GKP,Liverpool,0,360,8,10166,Kelleher,0,60,a,9.3,0,,,57,4.11,1,15,70250,0,4,0,0.00,26,145,0.0,1.0,0.00,1,50,527,1.03,,0.0,0,14,,21,-1,208,1.0,104.0,500,23,3.25,1,4,310,13,2.0,0.0,,0,0.25,0,0.5,,0,,0.00,0.0,1.9,False,0.0,3.0,23,3.4,0,3.0,3.8,496,3,92.6,225427,3802,57,146
326,Ibrahima Konaté,53,DEF,Liverpool,1,794,7,16246,Konaté,1,172,a,29.6,0,,,51,7.26,-3,40,548871,0,9,0,0.11,18,24,0.1,0.68,0.88,1,34,257,0.82,2024-11-02T18:30:07.678298Z,31.6,0,74,,9,3,62,1.02,73.0,164,20,0.0,4,6,152,0,1.0,0.09,,3,0.45,0,0.2,,0,100.0,0.77,0.01,13.9,False,59.0,2.0,41,7.5,0,2.0,4.0,154,1,204.0,1711300,91764,76,247
327,Luis Díaz,77,MID,Liverpool,5,556,6,18102,Luis Díaz,2,197,a,66.9,-1,,,9,4.15,-2,61,2317657,0,7,1,1.16,10,12,0.66,0.49,4.05,8,15,57,0.67,,161.2,3,66,,6,2,22,1.13,48.0,26,6,0.0,5,3,25,0,2.3,0.47,,0,0.81,0,0.3,,0,,2.89,0.19,25.2,False,246.0,3.3,18,7.9,0,3.3,6.1,15,1,262.0,3917323,202664,47,140
328,Mohamed Salah,128,MID,Liverpool,7,874,1,204910,M.Salah,5,315,a,118.8,1,2.0,,1,7.84,-3,93,1692781,0,10,-1,1.72,1,3,0.76,0.62,7.40,18,1,23,0.81,,251.4,3,1,,2,3,4,1.03,63.0,2,2,0.0,5,6,1,0,10.3,0.58,,0,0.51,0,0.8,,0,,5.68,0.18,44.1,True,523.0,11.3,1,7.3,0,11.3,9.3,2,9,415.0,2694848,7238,19,1
329,Alexis Mac Allister,62,MID,Liverpool,0,690,124,1495,Mac Allister,0,102,a,33.6,0,,,269,5.88,3,17,213682,0,9,0,1.34,45,168,0.21,0.52,1.66,0,66,77,0.77,2024-10-18T17:00:07.554852Z,138.6,0,149,,50,-3,195,1.17,10.0,103,77,0.0,4,4,118,0,0.7,0.04,100.0,4,0.52,0,0.1,,0,100.0,0.32,0.17,1.5,False,97.0,1.7,71,2.7,0,1.7,1.7,69,1,100.8,77404,3399,57,305
330,James McConnell,44,MID,Liverpool,0,0,226,601,McConnell,0,0,a,0.0,0,,,548,0.00,1,0,3954,0,0,0,0.00,302,500,0.0,0.0,0.00,0,212,539,0.0,2024-09-10T11:24:32.362482Z,0.0,0,182,,191,-1,541,0.0,,514,219,0.0,0,0,544,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.1,False,0.0,1.0,222,0.0,0,1.0,0.0,523,0,0.0,4456,240,225,488
331,Tyler Morton,44,MID,Liverpool,0,0,225,2150,Morton,0,0,a,0.0,0,,,546,0.00,1,0,10384,0,0,0,0.00,301,386,0.0,0.0,0.00,0,211,537,0.0,2024-09-10T11:27:39.864039Z,0.0,0,181,,136,-1,539,0.0,241.0,512,218,0.0,0,0,542,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.2,False,0.0,1.0,221,0.0,0,1.0,0.0,520,0,0.0,20205,1398,224,486
332,Nathaniel Phillips,40,DEF,Liverpool,0,0,158,0,N.Phillips,0,0,u,0.0,0,,Loaned to Derby County,468,0.00,0,0,15420,0,0,0,0.00,171,459,0.0,0.0,0.00,0,142,446,0.0,2024-08-31T06:18:33.693343Z,0.0,0,132,,166,0,461,0.0,,407,160,0.0,0,0,464,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,160,0.0,0,0.0,0.0,603,0,0.0,4026,96,159,380
333,Jarell Quansah,40,DEF,Liverpool,0,45,116,1035,Quansah,0,7,a,1.6,0,,,346,0.31,5,1,543814,0,1,0,0.00,182,204,0.0,0.0,0.00,0,150,402,0.62,2024-08-23T09:30:06.099816Z,0.5,0,139,,78,-5,366,2.0,241.0,425,130,0.0,0,0,406,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,1.0,False,0.0,1.0,136,0.2,0,1.0,1.0,624,0,15.8,58125,2090,141,397
334,Rhys Williams,40,DEF,Liverpool,0,0,160,0,R.Williams,0,0,u,0.0,0,,Loaned to Morecambe,473,0.00,0,0,12713,0,0,0,0.00,175,489,0.0,0.0,0.00,0,145,452,0.0,2024-08-22T11:18:16.485954Z,0.0,0,135,,178,0,467,0.0,,413,163,0.0,0,0,470,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,163,0.0,0,0.0,0.0,610,0,0.0,828,89,162,386
335,Andrew Robertson,59,DEF,Liverpool,0,665,20,2592,Robertson,0,146,a,33.3,-1,,,82,6.00,1,31,653162,0,8,1,1.07,7,74,0.19,0.68,1.45,0,28,52,0.81,,170.7,0,76,2.0,24,-1,205,1.08,243.0,146,80,0.0,4,5,121,0,1.0,0.05,,1,0.54,0,0.2,,0,,0.38,0.14,5.3,False,68.0,2.0,29,5.3,0,2.0,3.4,82,0,94.6,674919,29439,8,254
336,Dominik Szoboszlai,64,MID,Liverpool,0,719,70,1817,Szoboszlai,2,118,a,40.3,0,,,164,6.33,1,26,294257,0,8,0,1.03,32,156,0.31,0.5,2.48,1,53,39,0.79,,196.3,0,111,,46,-1,222,1.0,98.0,84,92,0.0,4,4,83,0,1.3,0.18,,3,0.5,0,0.2,,0,,1.45,0.13,1.6,False,118.0,2.3,51,4.1,0,2.3,2.6,52,2,87.2,211982,5405,33,224
337,Konstantinos Tsimikas,46,DEF,Liverpool,0,228,66,2261,Tsimikas,0,68,a,13.5,0,,,199,2.00,4,13,39944,0,2,0,0.59,48,329,0.26,0.39,0.67,1,80,202,0.79,2024-10-18T17:00:07.570138Z,53.2,0,59,3.0,119,-4,267,0.79,83.0,267,98,0.0,1,1,272,0,1.3,0.03,100.0,0,0.39,0,0.3,,0,100.0,0.08,0.23,0.3,False,19.0,2.3,89,2.8,0,2.3,2.2,348,3,61.0,16693,520,51,203
339,Virgil van Dijk,62,DEF,Liverpool,1,900,1,67434,Virgil,1,208,a,38.4,0,,,18,7.99,-2,50,553115,0,10,0,0.22,2,18,0.07,0.6,0.68,3,16,205,0.8,,52.9,0,11,,6,2,30,1.0,152.0,121,8,0.0,5,6,93,0,4.7,0.05,,1,0.5,0,0.8,3.0,0,,0.46,0.02,17.8,True,82.0,5.7,18,8.1,0,5.7,5.0,63,5,250.0,918889,11052,52,38
636,Federico Chiesa,68,MID,Liverpool,0,18,210,40,Chiesa,0,-1,i,1.6,0,,Knock - Expected back 24 Nov,415,0.55,2,1,42527,0,0,0,0.08,18,398,1.2,0.0,0.24,0,158,399,2.75,2024-10-02T00:30:05.860798Z,0.9,0,303,,140,-2,439,0.0,106.0,289,217,0.0,0,0,409,0,0.0,0.8,0.0,0,0.0,0,0.0,,0,0.0,0.16,0.4,0.2,False,15.0,0.0,201,0.1,0,0.0,1.0,34,0,0.2,44005,548,213,663
660,Vítezslav Jaros,40,GKP,Liverpool,0,11,29,525,Jaros,0,6,a,0.9,0,,,345,0.14,0,1,8883,0,0,0,0.00,59,341,0.0,0.0,0.00,0,21,459,1.15,,0.0,0,40,,49,0,393,0.0,57.0,421,29,8.18,0,0,423,1,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,1.0,29,0.2,0,1.0,1.0,620,0,8.8,30710,914,29,393
669,Harvey Davies,40,GKP,Liverpool,0,0,54,72,Davies,0,0,a,0.0,0,,,490,0.00,0,0,41,0,0,0,0.00,66,655,0.0,0.0,0.00,0,28,470,0.0,,0.0,0,47,,70,0,484,0.0,241.0,433,54,0.0,0,0,487,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.0,False,0.0,1.0,54,0.0,0,1.0,0.0,633,0,0.0,276,22,36,405
340,Manuel Akanji,55,DEF,Man City,0,781,47,7548,Akanji,0,132,a,33.9,0,,,159,9.20,0,23,395491,0,9,0,0.83,11,80,0.11,1.04,0.96,0,67,59,1.06,2024-10-31T02:30:07.370489Z,158.6,0,38,,28,0,122,1.04,207.0,246,48,0.0,2,9,115,0,2.3,0.01,75.0,1,0.23,0,0.4,,0,100.0,0.13,0.1,4.4,False,25.0,2.5,27,4.2,0,3.3,2.6,117,1,154.8,333689,11826,10,133
341,Nathan Aké,53,DEF,Man City,0,74,134,3254,Aké,0,6,a,1.5,0,,,401,2.04,2,2,210692,0,1,0,0.01,17,203,0.03,2.43,0.03,0,119,368,2.48,2024-09-11T12:30:07.044166Z,3.7,0,115,,77,-2,400,1.22,152.0,355,141,0.0,0,2,411,0,0.3,0.02,100.0,0,0.0,0,0.1,,0,100.0,0.02,0.01,1.0,False,4.0,1.3,139,0.4,0,1.3,1.0,149,1,7.4,33299,1466,123,343
342,Bernardo Veiga de Carvalho e Silva,65,MID,Man City,0,816,43,7327,Bernardo,3,162,a,73.3,0,,,104,10.11,0,32,697308,0,9,0,1.85,25,75,0.35,1.1,3.17,4,12,9,1.12,,322.3,0,63,,23,0,134,0.99,173.0,23,46,0.0,2,10,14,0,2.3,0.15,,2,0.22,0,0.4,,0,,1.32,0.2,5.2,False,265.0,3.3,10,4.9,0,3.3,3.2,45,2,146.4,714615,24475,8,136
343,Oscar Bobb,47,MID,Man City,0,0,281,37,Bobb,0,0,i,0.0,0,,Leg injury - Expected back 14 Dec,625,0.00,3,0,27905,0,0,0,0.00,223,490,0.0,0.0,0.00,0,272,620,0.0,2024-08-14T22:30:05.558994Z,0.0,0,248,,185,-3,621,0.0,161.0,603,277,0.0,0,0,622,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,278,0.0,0,0.0,0.0,341,0,0.0,2157,119,281,578
344,Scott Carson,40,GKP,Man City,0,0,30,146,Carson,0,0,a,0.0,0,,,451,0.00,0,0,10811,0,0,0,0.00,40,361,0.0,0.0,0.00,0,2,427,0.0,,0.0,0,22,,51,0,444,0.0,241.0,387,30,0.0,0,0,447,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,1.0,30,0.0,0,1.0,0.0,578,0,0.0,11057,278,10,360
345,Kevin De Bruyne,94,MID,Man City,1,356,13,5055,De Bruyne,1,89,a,42.7,0,4.0,,33,2.90,1,18,1200265,0,4,0,2.17,5,92,0.86,0.76,3.38,2,79,25,0.73,2024-09-18T23:00:07.299083Z,246.8,1,305,1.0,27,-1,198,1.01,21.0,122,79,0.0,1,3,73,0,0.0,0.31,0.0,1,0.25,0,0.0,1.0,0,100.0,1.21,0.55,3.7,False,82.0,0.0,46,1.9,0,1.0,4.5,6,0,98.8,645851,3546,21,668
346,Jérémy Doku,63,MID,Man City,1,403,63,2517,Doku,1,120,a,40.8,0,,,149,4.02,2,22,551868,0,5,0,1.05,39,160,0.33,1.34,1.49,0,39,62,0.9,2024-10-24T16:00:07.501609Z,152.1,0,80,,48,-2,178,1.12,21.0,67,68,0.0,1,6,82,0,2.0,0.1,0.0,0,0.22,0,0.3,,0,100.0,0.44,0.23,1.6,False,143.0,0.0,50,3.5,0,3.0,2.8,60,1,112.6,332368,4375,51,165
347,Ederson Santana de Moraes,55,GKP,Man City,0,900,16,6239,Ederson M.,1,116,a,22.4,0,,,112,11.03,0,31,441381,0,10,0,0.01,2,50,0.0,1.1,0.01,2,71,343,1.1,,10.0,0,9,,9,0,56,1.0,30.0,660,14,2.3,2,11,204,23,3.3,0.0,,3,0.2,0,0.6,,0,,0.00,0.0,9.1,False,0.0,4.3,14,5.6,0,4.3,3.1,111,2,214.6,527496,16761,5,82
348,Phil Foden,93,MID,Man City,0,370,101,4085,Foden,1,81,a,35.8,0,,,231,5.62,2,14,1646723,0,3,0,2.49,6,56,0.8,0.73,3.28,0,78,31,1.37,2024-08-30T13:30:05.725653Z,214.0,0,44,3.0,16,-2,273,0.73,241.0,120,122,0.0,1,3,106,0,3.0,0.19,100.0,0,0.24,0,0.3,,0,100.0,0.79,0.61,7.5,False,84.0,4.0,66,1.5,0,4.0,2.0,7,2,58.6,669118,35579,27,102
349,Jack Grealish,64,MID,Man City,0,343,93,20,Grealish,1,90,i,39.8,0,,Knock - Expected back 23 Nov,215,4.80,1,15,38186,0,4,0,1.04,29,348,0.41,1.05,1.58,3,50,40,1.26,2024-10-24T16:00:07.517717Z,194.1,0,174,6.0,123,-1,238,1.05,241.0,81,102,0.0,0,4,85,0,0.3,0.14,0.0,2,0.0,0,0.0,,0,0.0,0.54,0.27,0.2,False,126.0,0.0,53,2.3,0,0.0,2.1,49,0,77.2,33158,1550,34,349
350,Joško Gvardiol,62,DEF,Man City,3,852,2,134132,Gvardiol,0,199,a,67.7,0,,,20,10.02,-2,49,1954525,0,9,0,1.18,5,5,0.18,1.06,1.77,7,1,42,1.06,2024-10-31T02:30:07.426838Z,187.1,2,1,,1,2,12,0.95,97.0,39,4,0.0,2,10,20,0,8.7,0.06,75.0,0,0.21,0,1.4,,0,100.0,0.59,0.12,30.5,True,188.0,7.3,1,7.9,0,9.7,4.9,73,7,301.0,1894653,15942,6,3
351,Erling Haaland,153,FWD,Man City,11,899,1,7437,Haaland,0,348,a,113.9,-1,1.0,,3,11.03,-3,77,987181,0,10,1,0.41,1,1,1.0,1.1,10.01,14,1,166,1.1,2024-09-13T15:00:06.985607Z,68.7,3,19,,1,3,3,1.0,161.0,1,1,0.0,2,11,2,0,3.3,0.96,100.0,1,0.2,0,0.2,3.0,0,100.0,9.60,0.04,69.6,True,653.0,4.3,1,5.0,0,4.3,7.7,1,2,416.2,2691997,243857,19,84
352,Julián Álvarez,70,FWD,Man City,0,0,73,0,J.Alvarez,0,0,u,0.0,0,,Transferred to Atletico Madrid,672,0.00,0,0,28692,0,0,0,0.00,11,445,0.0,0.0,0.00,0,73,673,0.0,2024-08-13T07:07:51.627006Z,0.0,0,73,,61,0,673,0.0,,673,73,0.0,0,0,673,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,73,0.0,0,0.0,0.0,27,0,0.0,0,51,73,665
353,João Cavaco Cancelo,53,DEF,Man City,0,0,220,0,João Cancelo,0,0,u,0.0,0,,Permanent transfer to Saudi club Al-Hilal,657,0.00,2,0,76142,0,0,0,0.00,16,344,0.0,0.0,0.00,0,221,656,0.0,2024-08-29T11:05:25.670531Z,0.0,0,217,,122,-2,658,0.0,,653,221,0.0,0,0,658,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.2,False,0.0,0.0,221,0.0,0,0.0,0.0,148,0,0.0,4654,158,221,636
354,Mateo Kovačić,56,MID,Man City,3,788,18,11264,Kovačić,1,198,a,49.1,0,,,44,10.99,-1,42,336092,0,9,0,1.03,63,84,0.23,1.26,1.98,7,75,45,1.26,2024-08-24T19:30:05.896156Z,184.5,2,77,,24,1,51,1.03,97.0,115,16,0.0,2,11,52,0,2.0,0.11,100.0,3,0.23,0,0.4,,0,100.0,0.96,0.12,4.3,False,87.0,3.0,34,7.5,0,3.0,4.2,102,2,219.2,655502,26181,38,161
355,Rico Lewis,49,DEF,Man City,0,682,23,15820,Lewis,2,117,a,30.8,1,,,89,8.40,-4,30,684464,0,8,-1,0.48,29,21,0.16,0.92,1.20,1,24,117,1.11,,106.9,0,27,,7,4,155,1.06,241.0,137,64,0.0,2,7,145,0,3.0,0.1,,0,0.26,0,0.6,,0,,0.72,0.06,16.3,False,73.0,4.0,40,6.1,0,4.0,3.3,282,1,127.8,2235967,56840,24,93
356,Matheus Luiz Nunes,49,MID,Man City,0,200,80,3277,Matheus N.,2,72,a,25.3,0,,,182,2.43,1,16,14675,0,2,0,1.21,186,260,0.58,0.9,1.31,0,104,97,1.09,,122.3,0,37,5.0,84,-1,240,0.9,173.0,174,104,0.0,1,2,182,0,3.0,0.04,,0,0.45,0,0.6,,0,,0.10,0.54,0.5,False,54.0,4.0,97,3.3,0,4.0,2.3,281,2,75.4,59820,2808,70,92
357,James McAtee,47,MID,Man City,0,1,183,61,McAtee,0,3,a,0.3,0,,,377,0.00,3,1,8295,0,0,0,0.02,222,526,1.8,0.0,0.02,0,200,396,0.0,,1.0,0,247,,208,-3,437,0.0,241.0,370,215,0.0,0,0,438,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,1.8,0.0,False,2.0,1.0,218,0.2,0,1.0,1.0,338,0,0.2,3185,128,212,577
358,Stefan Ortega Moreno,53,GKP,Man City,0,0,72,152,Ortega Moreno,0,0,a,0.0,0,,,656,0.00,2,0,42066,0,0,0,0.00,4,255,0.0,0.0,0.00,0,69,655,0.0,,0.0,0,70,,38,-2,657,0.0,80.0,652,72,0.0,0,0,657,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.5,False,0.0,1.0,72,0.0,0,1.0,0.0,146,0,0.0,3824,448,70,635
360,Rodrigo 'Rodri' Hernandez,63,MID,Man City,0,65,208,46,Rodrigo,0,18,i,2.8,0,,Knee injury - Expected back 01 Jun,412,0.04,2,2,407613,0,1,0,0.09,37,209,0.12,0.0,0.09,0,304,298,0.06,2024-09-22T22:00:05.633631Z,17.1,0,299,,67,-2,380,1.38,200.0,668,181,0.0,0,0,381,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.12,0.9,False,0.0,0.0,187,0.3,0,0.0,1.0,58,0,10.8,38554,900,172,658
361,Rúben Gato Alves Dias,55,DEF,Man City,0,726,71,318,Rúben,0,99,i,31.1,0,,Muscle injury - Expected back 23 Nov,212,8.07,0,19,359435,0,8,0,0.68,10,94,0.16,0.99,1.30,1,31,123,1.0,2024-11-01T17:00:08.011314Z,100.9,0,28,,36,0,132,0.99,173.0,156,54,0.0,2,8,140,0,3.0,0.08,75.0,3,0.25,0,0.5,,0,0.0,0.62,0.08,3.7,False,62.0,3.0,37,3.5,1,0.0,2.1,114,0,147.0,268032,45336,25,96
362,John Stones,53,DEF,Man City,2,238,25,2973,Stones,0,54,d,17.6,0,,Foot injury - 50% chance of playing,92,2.17,2,20,185751,0,2,0,0.11,15,123,0.27,1.13,0.71,1,27,289,0.82,2024-11-02T22:00:06.012265Z,20.2,1,21,,46,-2,221,0.76,241.0,145,85,0.0,0,3,239,0,3.3,0.23,,1,0.0,0,0.6,,0,50.0,0.60,0.04,2.4,False,70.0,4.3,79,3.8,0,2.1,3.3,147,0,87.6,177971,28496,89,81
363,Kyle Walker,52,DEF,Man City,0,377,105,4300,Walker,0,40,a,18.8,0,,,326,6.12,3,7,734645,0,4,0,0.95,19,98,0.26,1.67,1.07,0,68,129,1.46,2024-10-20T21:30:07.137600Z,96.3,0,216,,38,-3,253,0.95,241.0,247,94,0.0,0,7,236,0,0.0,0.03,0.0,1,0.0,0,0.0,,0,100.0,0.12,0.23,3.6,False,23.0,0.0,78,1.3,0,1.0,1.2,163,0,68.2,122816,6366,26,631
571,Sávio 'Savinho' Moreira de Oliveira,65,MID,Man City,0,453,28,2969,Sávio,3,128,a,54.7,0,,,64,3.33,0,26,388997,0,6,0,2.71,28,174,0.76,0.99,3.83,6,33,18,0.66,2024-10-31T02:30:07.756984Z,263.6,0,64,4.0,53,0,173,1.19,30.0,52,64,0.0,1,5,41,0,2.3,0.22,75.0,2,0.2,0,0.4,4.0,0,100.0,1.12,0.54,1.4,False,166.0,2.5,29,4.0,0,3.3,3.7,48,0,117.4,455770,11374,14,137
607,Nico O'Reilly,50,MID,Man City,0,0,295,18,O’Reilly,0,0,a,0.0,0,,,648,0.00,0,0,1319,0,0,0,0.00,149,608,0.0,0.0,0.00,0,293,645,0.0,2024-10-16T12:30:07.735850Z,0.0,0,278,,266,0,647,0.0,241.0,643,294,0.0,0,0,648,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.0,False,0.0,1.0,295,0.0,0,1.0,0.0,230,0,0.0,881,36,295,621
625,Ilkay Gündogan,65,MID,Man City,0,552,100,2469,Gündogan,1,98,a,42.5,0,,,230,9.07,0,18,71841,0,6,0,1.21,22,232,0.41,1.47,2.46,0,67,22,1.48,,252.3,0,54,2.0,75,0,236,0.98,80.0,104,101,0.0,0,9,74,0,2.7,0.21,,0,0.0,0,0.4,2.0,0,,1.26,0.2,0.7,False,96.0,3.7,47,2.8,0,3.7,2.0,41,5,78.2,116272,2911,18,122
